workbench_id,row_id,source_pool,original_review_status,original_tier,company,category,location_or_country,booth,website,email,phone_whatsapp,product_packaging_signal,huasue_route,recommended_angle,risk_to_check,first_action,kevin_feedback_notes,source_link,source_notes
WB284,M198,old_master_233,未审核-AI预筛,T4 AI_prescreen,Harvest Bakery Ingredients Sdn. Bhd.,,,,,,,,C/E first; T/J optional,,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB285,M186,old_master_233,已审核,T4,Hua Huat Manufacturing / Bika Snacks,snack_confectionery,Johor,,https://www.bika.com.my/,info@bika.com.my,,"snacks, confectionery",F/E first; T/J optional,"snack tub, promotional clear pack, multi-SKU set",,Email sent from Gmail draft r-734137228900714867; phone follow-up if no reply,Website appears compromised/hacked; insufficient reliable info.,,"Gmail draft created. Angle: snack tubs, promotional clear packs and multi-SKU packaging sets. No WhatsApp in current source row. User confirmed all first-batch drafts were sent on 2026-07-03."
WB286,M199,old_master_233,未审核-AI预筛,T4 AI_prescreen,Khong Guan Malaysia,,,,,,,,T/J first; F/E optional,,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB287,M200,old_master_233,未审核-AI预筛,T4/T5 soft_pack_line_risk,Kimball Malaysia,sauce_condiment_oem,Malaysia,,https://www.kimball.com.my/,,,"sauces, pasta sauce, condiments",B/T first; A/K optional,sauce/paste promotional pack and foodservice tub,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB288,M201,old_master_233,未审核-AI预筛,T4 AI_prescreen,Kraft,cheese / sauces / processed food,multinational,,,,,,B/T first; A/K optional,PP tubs / cheese/spread containers / sauce packaging benchmark,,Find Kraft Heinz Malaysia procurement/entity if available,,,Difficult but useful benchmark.
WB289,M202,old_master_233,未审核-AI预筛,T4 line_risk,Lactel,dairy / yogurt / milk,regional multinational,,,,,,B/T cups or tubs; custom validation needed,PP yogurt cups / dairy tubs / lids,,Find Malaysia/Singapore procurement or local manufacturer/distributor,,,Long-cycle multinational.
WB290,M203,old_master_233,未审核-AI预筛,T4 line_risk,Leggo's,sauce / tomato paste / foodservice,Australia/overseas brand,,,,,,B/T first; A/K optional,PP tubs / sauce containers / foodservice packs,,Find SEA distributor/manufacturer if relevant,,,Could be export-market clue rather than Malaysia lead.
WB291,M204,old_master_233,未审核-AI预筛,T4/T5 soft_pack_line_risk,Life Sauces / Region Food Industries,sauce_condiment_oem,Malaysia,,https://lifesauces.com.my/,,,"sauces, cold dressing, cooking paste",B/T first; A/K optional,"sauce cup, dressing tub, food service container",,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB292,M205,old_master_233,未审核-AI预筛,T4 line_risk,Lion,beverage / dairy / food group,Australia/Japan/unknown exact entity,,,,,,B/T cups or tubs; custom validation needed,unknown,,Identify exact brand owner/entity before outreach,,,Logo ambiguous; do not act yet.
WB293,M206,old_master_233,未审核-AI预筛,T4/T5 soft_pack_line_risk,Mak Nyonya,sauce_condiment_oem,Malaysia,,https://maknyonya.com/,,,"sauce, paste, cooking ingredients",B/T first; A/K optional,paste/sauce retail container and sample pack,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB294,M207,old_master_233,未审核-AI预筛,T4/T5 soft_pack_line_risk,Medallion Milk Co.,dairy/beverage; food_direct_customer,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,dairy/beverage products,B/T cups or tubs; custom validation needed,"cups, lids, secondary retail packaging, paper cups for sampling",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
WB295,M208,old_master_233,未审核-AI预筛,T4 AI_prescreen,Munchy's / MunchWorld / URC Malaysia,,,,,,,,T/J first; F/E optional,,,Duplicate/alias of URC Malaysia / Munchy's. Use the main URC full development pack instead.,,,
WB296,M209,old_master_233,未审核-AI预筛,T4 AI_prescreen,Parmalat,dairy,multinational/regional,,,,,,B/T cups or tubs; custom validation needed,PP dairy cups / yogurt packaging benchmark,,Find Malaysia/SEA entity and packaging contact,,,Long-cycle.
WB297,M210,old_master_233,未审核-AI预筛,T4 AI_prescreen,POPOLO Group / W.C.S. Food Industries,,,,,,,,T/J first; F/E optional,,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB298,M187,old_master_233,已审核,T4,QL Figo / Figo Foods,frozen_food,Johor,,https://figofoods.com/,sales@figofoods.com.my,,"halal frozen food, fish balls, processed food",B/T first; A/K optional,"frozen food tray, retail pack, cold-chain container",,Email sent from Gmail draft r-7573360876851563949; WhatsApp/call follow-up if no reply,"Hotpot/frozen category, soft pouch/paper box and automated-line issue.",,"Gmail draft created. Angle: frozen food trays, retail packs and low-temperature PP containers. Mobile numbers available. User confirmed all first-batch drafts were sent on 2026-07-03."
WB299,M211,old_master_233,未审核-AI预筛,T4 line_risk,Ramly Food Processing,frozen_food,Selangor,,https://ramly.com.my/,,,"frozen burgers, nuggets, processed meat",B/T first; A/K optional,frozen processed food tray and promo pack,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB300,M212,old_master_233,未审核-AI预筛,T4 line_risk,Sin Hwa Dee Industries Sdn Bhd,sauce/condiment manufacturer; food_direct_customer,Malaysia,,https://www.fooddrinksmalaysia.com/exhibitors-list/,,,sauces/pastes/condiments,B/T first; A/K optional,"PP cups, sauce tubs, small pails, IML packaging",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify official site/contact; determine whether they are direct buyer or channel; check revenue/size if large enough.,,,FDM official exhibitors list 2024/2025: Official FDM exhibitors list includes this company in Malaysia entries.
WB301,M213,old_master_233,未审核-AI预筛,T4 AI_prescreen,The Coffee Bean & Tea Leaf Malaysia,cafe chain; supply_chain_outsourcing,Malaysia,,https://mifb.com.my/mycafeexpo/,,,coffee chain,Supply-chain outsourcing; not HUASUE-only,"paper cups, paper bags, takeaway packaging",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,,,"Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names."
WB302,M214,old_master_233,未审核-AI预筛,T4 AI_prescreen,The Margaret River Dairy Company,dairy / yogurt / cheese,Australia brand,,,,,,B/T cups or tubs; custom validation needed,PP dairy cups / tubs; export-market benchmark,,Use as benchmark unless SEA import/distributor contact found,,,More export-market intelligence than Malaysia quick lead.
WB303,M188,old_master_233,已审核,T4,Wellbond Food Industries,food_oem_private_label,Kuala Lumpur,,https://www.wfigroup.asia/private-labelling-for-food-products,,,"sauces, pastes, private labelling",B/T first; A/K optional,bulk sauce and retail paste packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,Low/no opportunity under current injection-packaging focus.,,
WB304,M189,old_master_233,已审核,T4,Wellbond Food Industries (M) Sdn Bhd,sauce_condiment_oem,,,https://wfigroup.asia/,hello@wfigroup.asia,+6011-1023 1769 / +603-2856 6395 / website/whatsapp/email/phone,PP tubs for sauces/pastes; foodservice containers; IML branded sauce containers,B/T first; A/K optional,PP tubs for sauces/pastes; foodservice containers; IML branded sauce containers,,WhatsApp official number; if no reply call office; ask for packaging sourcing person / WhatsApp official number; call office if no reply / Review and send Gmail draft r7895999702134408614; then WhatsApp/phone +6011-1023 1769,Low/no opportunity under current injection-packaging focus.,,"Easy contact route and sauce tub fit; likely faster response than larger accounts. / Draft created: draft_id=r7895999702134408614; message_id=19f2bfea1b9ecc1c. Attachments: B PP tamper-evident, K PP meal boxes."
WB305,M218,old_master_233,未审核-AI预筛,T5/T6 AI_prescreen,Devondale,dairy,Australia/overseas brand,,,,,,B/T cups or tubs; custom validation needed,PP dairy packaging benchmark,,Use as benchmark; verify SEA contact before outreach,,,Not first-wave Malaysia target.
WB306,M219,old_master_233,未审核-AI预筛,T5/T6 AI_prescreen,Eco Plus Packaging (M) Sdn Bhd,one-stop packaging solution,Shah Alam Selangor Malaysia,,https://www.ecopluspackaging.com.my,,,,Needs product-format check,Supply/reseller partnership for PP containers and branded packaging,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB307,M215,old_master_233,已审核,T5,Farm Fresh,dairy / yogurt / beverage,Malaysia brand,,,,,,F/E first; T/J optional,PP dairy cups / yogurt cups / dessert tubs / lids,,Find Farm Fresh procurement/packaging contact and current pack formats,Dairy cartons/folded boxes; weak fit.,,Strong local brand; good reverse lead.
WB308,M216,old_master_233,已审核,T5,Farmland Bakery (M) Sdn Bhd,frozen bakery and private label / food_sweet_expanded,Senai Johor,,https://www.farmlandbakery.com/,info@farmlandbakery.com,+607 595 9799 / +607 595 9789,frozen tortilla pizza base bread paratha private label,C/E first; T/J optional,"frozen bakery packs, PP trays, retail packs, foodservice containers",,Original info@farmlandbakery.com.my bounced because domain has no usable DNS/MX; new Gmail draft r-1553282530517304248 created for info@farmlandbakery.com. Backup: sales.enquiry@farmlandbakery.com / website form / phone +607 595 9799,No clear opportunity now.,,"Third batch food/sweet focus. Category: frozen bakery and private label. Angle: frozen bakery packs, PP trays, retail packs. Website added in signature. 2026-07-03 email domain corrected after bounce."
WB309,M220,old_master_233,未审核-AI预筛,T5/T6 AI_prescreen,Fuji Fastener,fastener manufacturer,Selangor Malaysia,,https://www.fujifastener.com,,,,Non-food track; lower current priority,Heavy-duty small boxes compartment packs labels,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB310,M221,old_master_233,未审核-AI预筛,T5/T6 AI_prescreen,Milky Way Food Industries Sdn Bhd,,,,,,,,Needs product-format check,,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB311,M222,old_master_233,未审核-AI预筛,T5/T6 AI_prescreen,Siggi's,yogurt / dairy,US/overseas brand,,,,,,B/T cups or tubs; custom validation needed,PP yogurt cups / dairy cups / benchmark only,,Check whether Malaysia/SEA entity exists,,,Likely not immediate Malaysia target.
WB312,M223,old_master_233,未审核-AI预筛,T5/T6 AI_prescreen,T Rex Metalware Packaging Ware,channel_wholesaler,Malaysia,,https://www.trexmetalware.com.my/ourproducts/cid/247200/cat/packaging-ware/,,,Retail/online packaging ware including plastic food containers,Needs product-format check,Retail channel for small-volume plastic food containers; K-series can be offered for general commodity packaging if suitable,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,,,
WB313,M217,old_master_233,已审核,T5,TCL Food Link Sdn. Bhd.,Japanese food importer/distributor,Petaling Jaya Selangor Malaysia,,https://tclfoodlink.com.my,,,,B/T first; A/K optional,Food tray takeaway box frozen/chilled packaging distribution channel,,先做背景调查：官网、联系方式、海关资料、营收/规模，再决定是否开发,"Japanese food channel / frozen-chilled food customer entry / restaurant-supermarket resources. Only small opportunities: tasting cups, sauce cups, frozen trays, Japanese bento packaging. Too indirect for current priority.",,
WB314,M224,old_master_233,未审核-AI预筛,T5/T6 AI_prescreen,Vaalia,yogurt / probiotic dairy,Australia/overseas brand,,,,,,B/T cups or tubs; custom validation needed,PP yogurt cups / dairy tubs,,Use as packaging benchmark unless local SEA procurement found,,,Not first-wave Malaysia target.
WB315,M225,old_master_233,已审核,T6,Pengeksport Nanas MY,pineapple exporter/association; food_direct_customer,Malaysia / FDM featured,,https://www.fooddrinksmalaysia.com/who-exhibits/,,,fruit/export products,Supply-chain outsourcing; not HUASUE-only,"export retail packs, clear boxes, paper bags",,先核验官网/联系人/采购负责人；再决定是否开发 / Verify website/contact; check company scale and whether buyer/procurement contact exists before outreach.,Little opportunity under current HUASUE route. It appears to be fresh pineapple export rather than deep processed food. Only reconsider if there is processed pineapple / retail gift packaging.,,FDM2026 official featured brands: Official FDM2026 who-exhibits page lists this brand under Featured Brands.
