priority_action,final_tier,company,sources,route_included,route_area,route_seq,size_class,customer_type,fit_product,phone,email,website,maps,address,has_maps,has_phone,has_email,open_status,distance_km,review_status,contact_status,followup_status,gmail_draft_id,next_action,risk,notes,photo_paths,entity_key,tier_group,country_scope,channel_track,data_confidence,last_updated
Lower priority,HOLD,"HENAN EVER GLORY FOOD CO., LTD",323总审核池; 2026-07-18 consolidated master,No,,,,packaged food exhibitor,"New non-duplicate FDM exhibitor with likely snack/confectionery/biscuit/nut product route; priority to verify at booth. | T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line. | Closest to Kevin fit model among new names: snack/confectionery/biscuit/nuts where tubs, jars, rigid boxes or gift packs may be relevant.",,,,,CHINA,No,No,No,,,已审核-国内暂缓,,,,HOLD - China domestic exhibitor. Do not contact in current Malaysia overseas-priority batch; revisit later if China exhibitor route is opened.,中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。,"中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。 | FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.",,henanevergloryfood,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Lower priority,HOLD,"HONG BAR (SHANDONG) FOOD TECHNOLOGY CO., LTD",323总审核池; 2026-07-18 consolidated master,No,,,,packaged food exhibitor,"New non-duplicate FDM exhibitor with likely snack/confectionery/biscuit/nut product route; priority to verify at booth. | T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line. | Closest to Kevin fit model among new names: snack/confectionery/biscuit/nuts where tubs, jars, rigid boxes or gift packs may be relevant.",,,,,CHINA,No,No,No,,,已审核-国内暂缓,,,,HOLD - China domestic exhibitor. Do not contact in current Malaysia overseas-priority batch; revisit later if China exhibitor route is opened.,中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。,"中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。 | FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.",,hongbarshandongfoodtechnology,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Develop contact,OBSERVE,Kenangan Coffee Malaysia,2026-07-12 Malaysia F&B chain pool,No,,,Malaysia site shows local presence but outlet count not clearly verified in this pass,咖啡奶茶/饮品连锁,paper cups; cup lids; paper bags,,,https://www.kenangancoffee.my/,,,No,No,No,,,待找总部采购联系人,Not contacted,Not started,,Verify outlet count before investing outreach time,,"Regional unicorn, but not Malaysia local and current MY scale unclear; Medium-High; Malaysia site says launched in 2022 with 5 outlets; current count not extracted",,kenangancoffeemalaysia,UNRATED,Malaysia,research_only,Medium,2026-07-21
Lower priority,NEED_SCALE_CHECK,Kenny Hills Bakers,233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master,No,,,,bakery cafe chain; supply_chain_outsourcing,"bakery and cafe products | C/E first; T/J optional | PET cake display trays, bakery boxes, paper bags, paper cups | bakery and cafe products | C/E first; T/J optional | PET cake display trays, bakery boxes, paper bags, paper cups",,,https://mifb.com.my/mycafeexpo/,,Malaysia,No,No,No,,,已审核,needs_contact_research,uncontacted / 未跟进-待背景调查,,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,,"Need detailed analysis: store count, daily packaging consumption, export/private-label direction, MOQ tolerance. | Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names.",,kennyhillsbakers,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Lower priority,NEED_SCALE_CHECK,Komugi Malaysia,233审核共享表; 323总审核池; 跟进状态表; 2026-07-18 consolidated master,No,,,,bakery cafe chain; supply_chain_outsourcing,"bakery/cafe chain | C/E first; T/J optional | PET bakery boxes, cake trays, paper bags | bakery/cafe chain | C/E first; T/J optional | PET bakery boxes, cake trays, paper bags",,,https://mifb.com.my/mycafeexpo/,,Malaysia,No,No,No,,,已审核,needs_contact_research,uncontacted / 未跟进-待背景调查,,先核验官网/联系人/采购负责人；再决定是否开发 / Verify buyer/procurement contact and current packaging; classify as supply-chain outsourcing opportunity.,,"Same chain-bakery consumption problem. | Malaysia Café Expo ecosystem target: MCE official page states it covers cafe owners, roasters, suppliers, bakery/pastries, snacks/confectionery and cafe franchise/licensing brands; these are target ecosystem companies, not confirmed exhibitor names.",,komugimalaysia,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Lower priority,HOLD,"LAISITING (ZHANGZHOU) FOOD CO., LTD",323总审核池; 2026-07-18 consolidated master,No,,,,packaged food exhibitor,"New non-duplicate FDM exhibitor with possible packaged-food route; strong enough to investigate but needs product/package proof. | T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line. | Potential manufacturer/show lead, but exact packaging format needs confirmation before outreach.",,,,,CHINA,No,No,No,,,已审核-国内暂缓,,,,HOLD - China domestic exhibitor. Do not contact in current Malaysia overseas-priority batch; revisit later if China exhibitor route is opened.,中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。,"中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。 | FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.",,laisitingzhangzhoufood,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Lower priority,HOLD,"LANGAO COUNTY ZHUSHAN FOOD INDUSTRY CO., LTD.",323总审核池; 2026-07-18 consolidated master,No,,,,packaged food exhibitor,"New non-duplicate FDM exhibitor with possible packaged-food route; strong enough to investigate but needs product/package proof. | T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line. | Potential manufacturer/show lead, but exact packaging format needs confirmation before outreach.",,,,,CHINA,No,No,No,,,已审核-国内暂缓,,,,HOLD - China domestic exhibitor. Do not contact in current Malaysia overseas-priority batch; revisit later if China exhibitor route is opened.,中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。,"中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。 | FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.",,langaocountyzhushanfoodindustry,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Lower priority,HOLD,"LANXI FENGYUAN FOOD TECHNOLOGY CO., LTD.",323总审核池; 2026-07-18 consolidated master,No,,,,packaged food exhibitor,"New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time. | T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line. | Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.",,,,,CHINA,No,No,No,,,已审核-国内暂缓,,,,HOLD - China domestic exhibitor. Do not contact in current Malaysia overseas-priority batch; revisit later if China exhibitor route is opened.,中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。,"中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。 | FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.",,lanxifengyuanfoodtechnology,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Lower priority,HOLD,"LIANJIANG XULONG FOODS CO., LTD.",323总审核池; 2026-07-18 consolidated master,No,,,,packaged food exhibitor,"New non-duplicate FDM exhibitor with possible but uncertain fit; verify before spending outreach time. | T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line. | Kept as T2 because category or product format may be soft-pack, beverage, seafood, distributor, or unclear.",,,,,CHINA,No,No,No,,,已审核-国内暂缓,,,,HOLD - China domestic exhibitor. Do not contact in current Malaysia overseas-priority batch; revisit later if China exhibitor route is opened.,中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。,"中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。 | FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.",,lianjiangxulongfoods,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Lower priority,HOLD,"LIANYUNGANG MEXIA FOOD CO., LTD",323总审核池; 2026-07-18 consolidated master,No,,,,packaged food exhibitor,"New non-duplicate FDM exhibitor with possible packaged-food route; strong enough to investigate but needs product/package proof. | T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line. | Potential manufacturer/show lead, but exact packaging format needs confirmation before outreach.",,,,,CHINA,No,No,No,,,已审核-国内暂缓,,,,HOLD - China domestic exhibitor. Do not contact in current Malaysia overseas-priority batch; revisit later if China exhibitor route is opened.,中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。,"中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。 | FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.",,lianyungangmexiafood,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
Lower priority,HOLD,"LONGHAI JIALE FOOD CO., LTD.",323总审核池; 2026-07-18 consolidated master,No,,,,packaged food exhibitor,"New non-duplicate FDM exhibitor with likely snack/confectionery/biscuit/nut product route; priority to verify at booth. | T/J/E/F only after product-photo confirmation; reject if mostly soft pouch, cans, cartons or frozen line. | Closest to Kevin fit model among new names: snack/confectionery/biscuit/nuts where tubs, jars, rigid boxes or gift packs may be relevant.",,,,,CHINA,No,No,No,,,已审核-国内暂缓,,,,HOLD - China domestic exhibitor. Do not contact in current Malaysia overseas-priority batch; revisit later if China exhibitor route is opened.,中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。,"中国大陆公司暂不优先联系；当前阶段先以中国以外客户为主。保留资料，后续如做国内/中国展商专线再处理。 | FDM 2026 official exhibitors list; Find official website; confirm exact products, current packaging photos, manufacturer vs trader, scale/export/OEM signal, MOQ fit and buyer contact.",,longhaijialefood,UNRATED,Malaysia / event-discovered,rigid_food_packaging,Medium,2026-07-18
